image_path,true_label,pred_label,plane,prob_0,prob_1,prob_2,prob_3,max_prob,correct,has_mask,dice,iou,gt_area,pred_area
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00596_no_ax_t1.jpg,no_tumor,no_tumor,axial,0.02149528,0.021028126,0.020884868,0.9365917,0.9365917,True,False,0.0,0.0,0.0,7939.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00597_no_ax_t1.jpg,no_tumor,no_tumor,axial,0.020997196,0.02133827,0.021079376,0.9365851,0.9365851,True,False,0.0,0.0,0.0,4507.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00598_no_ax_t1.jpg,no_tumor,no_tumor,axial,0.020243738,0.0212049,0.020978333,0.9375731,0.9375731,True,False,0.0,0.0,0.0,2968.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00599_no_ax_t1.jpg,no_tumor,no_tumor,axial,0.02083199,0.021149717,0.021514269,0.936504,0.936504,True,False,0.0,0.0,0.0,4673.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00600_no_ax_t1.jpg,no_tumor,no_tumor,axial,0.020958086,0.020968324,0.020947855,0.93712574,0.93712574,True,False,0.0,0.0,0.0,16797.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00601_no_ax_t1.jpg,no_tumor,no_tumor,axial,0.022028172,0.021194633,0.021029696,0.93574744,0.93574744,True,False,0.0,0.0,0.0,613.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00602_no_ax_t1.jpg,no_tumor,no_tumor,axial,0.021692695,0.021576494,0.02117984,0.93555105,0.93555105,True,False,1.0,0.0,0.0,0.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00603_no_ax_t1.jpg,no_tumor,no_tumor,axial,0.021054022,0.02121915,0.02135427,0.9363726,0.9363726,True,False,0.0,0.0,0.0,1819.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00604_no_ax_t1.jpg,no_tumor,no_tumor,axial,0.020168528,0.02084943,0.020778287,0.9382037,0.9382037,True,False,1.0,0.0,0.0,0.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00605_no_ax_t1.jpg,no_tumor,no_tumor,axial,0.021799952,0.02119123,0.020954575,0.9360542,0.9360542,True,False,0.0,0.0,0.0,6274.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00606_no_ax_t1.jpg,no_tumor,no_tumor,axial,0.021815885,0.02186921,0.021404376,0.93491054,0.93491054,True,False,0.0,0.0,0.0,1.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00607_no_ax_t1.jpg,no_tumor,no_tumor,axial,0.02116278,0.02116278,0.021506546,0.9361679,0.9361679,True,False,0.0,0.0,0.0,10435.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00608_no_ax_t1.jpg,no_tumor,no_tumor,axial,0.020583529,0.021624085,0.0215503,0.93624204,0.93624204,True,False,0.0,0.0,0.0,465.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00609_no_ax_t1.jpg,no_tumor,no_tumor,axial,0.021328455,0.021203848,0.021770371,0.9356973,0.9356973,True,False,0.0,0.0,0.0,214.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00610_no_ax_t1.jpg,no_tumor,no_tumor,axial,0.021641865,0.021047834,0.021212913,0.9360973,0.9360973,True,False,0.0,0.0,0.0,16290.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00611_no_ax_t1.jpg,no_tumor,no_tumor,axial,0.020857742,0.021635734,0.02121726,0.9362892,0.9362892,True,False,0.0,0.0,0.0,1865.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00612_no_ax_t1.jpg,no_tumor,no_tumor,axial,0.02055517,0.021415783,0.021249123,0.93678,0.93678,True,False,0.0,0.0,0.0,463.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00613_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.02049284,0.021899896,0.020927662,0.93667954,0.93667954,True,False,0.0,0.0,0.0,888.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00614_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.023999928,0.022634089,0.021916296,0.9314497,0.9314497,True,False,1.0,0.0,0.0,0.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00615_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.021873413,0.02096368,0.021159071,0.93600374,0.93600374,True,False,1.0,0.0,0.0,0.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00616_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.021072453,0.022126915,0.020980055,0.9358205,0.9358205,True,False,0.0,0.0,0.0,341.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00617_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.020970993,0.021806378,0.021806378,0.9354162,0.9354162,True,False,0.0,0.0,0.0,2948.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00618_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.02243295,0.0202467,0.020525409,0.93679494,0.93679494,True,False,0.0,0.0,0.0,3.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00619_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.021359742,0.021038862,0.020531435,0.93706995,0.93706995,True,False,0.0,0.0,0.0,102.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00620_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.020873383,0.021493955,0.021098817,0.93653387,0.93653387,True,False,0.0,0.0,0.0,8606.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00621_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.020982979,0.021554122,0.021054821,0.9364081,0.9364081,True,False,0.0,0.0,0.0,1147.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00622_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.020788537,0.02165892,0.020717604,0.936835,0.936835,True,False,0.0,0.0,0.0,110.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00623_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.020841932,0.021253001,0.020954177,0.9369509,0.9369509,True,False,0.0,0.0,0.0,179.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00624_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.02097387,0.021397987,0.021169355,0.9364587,0.9364587,True,False,0.0,0.0,0.0,3820.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00625_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.020894168,0.021223204,0.020873772,0.9370088,0.9370088,True,False,0.0,0.0,0.0,3495.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00626_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.020899387,0.020655902,0.020286074,0.93815863,0.93815863,True,False,0.0,0.0,0.0,358.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00627_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.020822402,0.021222724,0.020509593,0.9374453,0.9374453,True,False,0.0,0.0,0.0,1035.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00628_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.02096732,0.021349566,0.021059664,0.9366235,0.9366235,True,False,0.0,0.0,0.0,18051.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00629_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.02112041,0.02122379,0.020621084,0.93703467,0.93703467,True,False,0.0,0.0,0.0,2789.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00630_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.020451684,0.020875433,0.021131823,0.937541,0.937541,True,False,0.0,0.0,0.0,1838.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00631_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.02070547,0.02100075,0.020634823,0.9376589,0.9376589,True,False,0.0,0.0,0.0,1190.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00632_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.020576188,0.020941077,0.02028688,0.9381958,0.9381958,True,False,0.0,0.0,0.0,426.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00633_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.020024167,0.020842183,0.020339502,0.93879414,0.93879414,True,False,0.0,0.0,0.0,2066.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00634_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.020730622,0.020639723,0.02028999,0.93833965,0.93833965,True,False,0.0,0.0,0.0,7506.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00635_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.020906534,0.021132326,0.020855553,0.93710566,0.93710566,True,False,0.0,0.0,0.0,1062.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00636_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.02071884,0.021334816,0.020597795,0.9373485,0.9373485,True,False,0.0,0.0,0.0,1287.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00637_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.020440409,0.02109956,0.020520411,0.9379397,0.9379397,True,False,0.0,0.0,0.0,742.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00638_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.020338597,0.02097397,0.020851435,0.937836,0.937836,True,False,0.0,0.0,0.0,3381.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00639_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.020434868,0.020766808,0.020196795,0.93860155,0.93860155,True,False,0.0,0.0,0.0,1697.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00640_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.020733712,0.021049943,0.02065288,0.9375634,0.9375634,True,False,0.0,0.0,0.0,10694.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00641_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.020436008,0.021250086,0.020576186,0.93773776,0.93773776,True,False,0.0,0.0,0.0,4201.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00642_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.020315483,0.02079725,0.020285746,0.93860155,0.93860155,True,False,0.0,0.0,0.0,2262.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00643_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.020516945,0.021024013,0.02067786,0.9377813,0.9377813,True,False,0.0,0.0,0.0,13709.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00644_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.020456443,0.02085991,0.020466434,0.93821716,0.93821716,True,False,0.0,0.0,0.0,7021.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00645_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.020733286,0.021070074,0.020652456,0.93754417,0.93754417,True,False,0.0,0.0,0.0,11287.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00646_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.020375904,0.020505656,0.020020865,0.93909764,0.93909764,True,False,0.0,0.0,0.0,31.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00647_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.020590974,0.020884618,0.020570874,0.93795353,0.93795353,True,False,0.0,0.0,0.0,15122.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00648_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.020369168,0.02119093,0.020569062,0.9378709,0.9378709,True,False,0.0,0.0,0.0,5031.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00649_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.020398246,0.020810725,0.020498091,0.9382929,0.9382929,True,False,0.0,0.0,0.0,9341.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00650_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.021816099,0.021258764,0.020634906,0.9362902,0.9362902,True,False,0.0,0.0,0.0,5.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00651_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.020398272,0.021066345,0.020699276,0.9378361,0.9378361,True,False,0.0,0.0,0.0,9352.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00652_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.02038431,0.021258518,0.020705316,0.9376519,0.9376519,True,False,0.0,0.0,0.0,8276.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00653_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.02040279,0.021257019,0.020754464,0.9375858,0.9375858,True,False,0.0,0.0,0.0,8463.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00654_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.020211803,0.021233562,0.020630581,0.9379241,0.9379241,True,False,0.0,0.0,0.0,9377.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00655_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.020826496,0.021498095,0.02050361,0.9371718,0.9371718,True,False,0.0,0.0,0.0,819.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00656_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.021322336,0.02133275,0.021002019,0.9363429,0.9363429,True,False,0.0,0.0,0.0,105.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00657_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.020599203,0.021419784,0.021026012,0.93695503,0.93695503,True,False,0.0,0.0,0.0,7614.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00658_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.020640923,0.02096597,0.020914847,0.93747824,0.93747824,True,False,0.0,0.0,0.0,6255.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00659_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.02093859,0.021154398,0.021195754,0.93671125,0.93671125,True,False,0.0,0.0,0.0,9536.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00660_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.02093859,0.021154398,0.021195754,0.93671125,0.93671125,True,False,0.0,0.0,0.0,9536.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00661_no_sa_t1.jpg,no_tumor,no_tumor,sagittal,0.020246938,0.020848881,0.020266717,0.9386374,0.9386374,True,False,0.0,0.0,0.0,6032.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00662_no_sa_t1.jpg,no_tumor,no_tumor,sagittal,0.020415131,0.021155942,0.02027605,0.9381529,0.9381529,True,False,0.0,0.0,0.0,10658.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00663_no_sa_t1.jpg,no_tumor,no_tumor,sagittal,0.020755077,0.021445304,0.0206439,0.93715566,0.93715566,True,False,0.0,0.0,0.0,7312.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00664_no_sa_t1.jpg,no_tumor,no_tumor,sagittal,0.020232646,0.021317825,0.020016467,0.93843305,0.93843305,True,False,0.0,0.0,0.0,5122.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00665_no_sa_t1.jpg,no_tumor,no_tumor,sagittal,0.020765971,0.021021016,0.020107424,0.93810564,0.93810564,True,False,0.0,0.0,0.0,2097.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00666_no_sa_t1.jpg,no_tumor,no_tumor,sagittal,0.020545961,0.021094907,0.020168254,0.93819094,0.93819094,True,False,0.0,0.0,0.0,6902.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00667_no_sa_t1.jpg,no_tumor,no_tumor,sagittal,0.020160422,0.020790229,0.019847864,0.9392014,0.9392014,True,False,0.0,0.0,0.0,5700.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00668_no_sa_t1.jpg,no_tumor,no_tumor,sagittal,0.020297334,0.021157479,0.01986591,0.9386793,0.9386793,True,False,0.0,0.0,0.0,1178.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00669_no_sa_t1.jpg,no_tumor,no_tumor,sagittal,0.020457007,0.02119934,0.020100554,0.9382431,0.9382431,True,False,0.0,0.0,0.0,1968.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00670_no_sa_t1.jpg,no_tumor,no_tumor,sagittal,0.020066643,0.020917011,0.020066643,0.93894976,0.93894976,True,False,0.0,0.0,0.0,5673.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00671_no_sa_t1.jpg,no_tumor,no_tumor,sagittal,0.020425236,0.02085862,0.020098755,0.93861735,0.93861735,True,False,0.0,0.0,0.0,4637.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00672_no_sa_t1.jpg,no_tumor,no_tumor,sagittal,0.020464424,0.020746132,0.020206263,0.9385832,0.9385832,True,False,0.0,0.0,0.0,1404.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00673_no_sa_t1.jpg,no_tumor,no_tumor,sagittal,0.020399936,0.020539867,0.020231303,0.938829,0.938829,True,False,0.0,0.0,0.0,3061.0
